Region,kommune,valgsted_navn,bogstavbetegnelse,kandidat_navn,parti,stemmer
,Frederikshavn,15. Hørby,K,"Inger Ottesen, Ingstrup",Kristendemokraterne,2
,Frederikshavn,15. Hørby,K,"Peter Øhrstrøm, Vestbjerg",Kristendemokraterne,1
,Frederikshavn,15. Hørby,K,"Mogens Graversen, Bedsted, Thy",Kristendemokraterne,0
,Frederikshavn,15. Hørby,K,"Henning Feldtmose, Strandby",Kristendemokraterne,2
,Frederikshavn,15. Hørby,K,"David Jakobsen, Mariager",Kristendemokraterne,0
,Frederikshavn,15. Hørby,K,"Ruth Tidemand Nielsen, Hjørring",Kristendemokraterne,2
,Frederikshavn,15. Hørby,K,"Villy Jørgensen, Vilsted",Kristendemokraterne,0
,Frederikshavn,15. Hørby,N,Listestemmer,Danskernes Parti - De Nationale,0
,Frederikshavn,15. Hørby,N,Morten Borup,Danskernes Parti - De Nationale,1
,Frederikshavn,15. Hørby,O,Listestemmer,Dansk Folkeparti,15
,Frederikshavn,15. Hørby,O,Rikke Karlsson,Dansk Folkeparti,8
,Frederikshavn,15. Hørby,O,Kristoffer Hjort Storm,Dansk Folkeparti,3
,Frederikshavn,15. Hørby,O,Tommy Eggers,Dansk Folkeparti,0
,Frederikshavn,15. Hørby,O,Vivi Jensen,Dansk Folkeparti,2
,Frederikshavn,15. Hørby,O,Annette Vahlgreen,Dansk Folkeparti,3
,Frederikshavn,15. Hørby,O,Karina Christensen,Dansk Folkeparti,0
,Frederikshavn,15. Hørby,O,Gert Ingolf Johansen,Dansk Folkeparti,0
,Frederikshavn,15. Hørby,O,Meiner Nørgaard,Dansk Folkeparti,0
,Frederikshavn,15. Hørby,O,Peter Sørensen,Dansk Folkeparti,1
,Frederikshavn,15. Hørby,O,Trine Olesen,Dansk Folkeparti,1
,Frederikshavn,15. Hørby,O,Tommy Degn,Dansk Folkeparti,0
,Frederikshavn,15. Hørby,O,Ida Stabell,Dansk Folkeparti,2
,Frederikshavn,15. Hørby,O,Jess Kristensen,Dansk Folkeparti,0
,Frederikshavn,15. Hørby,O,Carsten Normann Munk,Dansk Folkeparti,1
,Frederikshavn,15. Hørby,O,Jørgen Svenstrup,Dansk Folkeparti,0
,Frederikshavn,15. Hørby,O,Hanne Bøgsted,Dansk Folkeparti,8
,Frederikshavn,15. Hørby,R,Listestemmer,Kommunistisk Parti i Danmark,0
,Frederikshavn,15. Hørby,R,"Brian Olsen, Vesthimmerlands Komm.",Kommunistisk Parti i Danmark,0
,Frederikshavn,15. Hørby,R,"Emil Olsen, Vesthimmerlands Komm.",Kommunistisk Parti i Danmark,0
,Frederikshavn,15. Hørby,V,Listestemmer,Venstre - Danmarks Liberale Parti,49
,Frederikshavn,15. Hørby,V,"Jess V. Laursen, Mariagerfjord kom",Venstre - Danmarks Liberale Parti,4
,Frederikshavn,15. Hørby,V,"Martin Bech, Brønderslev Kommune",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,15. Hørby,V,"Allan Jensen, Rebild Kommune",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,15. Hørby,V,"Anny Winther, Rebild Kommune",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,15. Hørby,V,"Asta Skaksen, Dronninglund",Venstre - Danmarks Liberale Parti,2
,Frederikshavn,15. Hørby,V,"Bente Koch, Aalborg Kommune",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,15. Hørby,V,"Elsebeth Nielsen, Thisted Kommune",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,15. Hørby,V,"Erik Harbo Larsen, Thisted Kommune",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,15. Hørby,V,"Gunhild Olesen Møller, Morsø Kom.",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,15. Hørby,V,"Henrik Buchhave, Frederikshavn Kom",Venstre - Danmarks Liberale Parti,44
,Frederikshavn,15. Hørby,V,"Henrik Harder, Blokhus",Venstre - Danmarks Liberale Parti,1
,Frederikshavn,15. Hørby,V,"Henrik Munkholt, Jammerbugt Kommun",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,15. Hørby,V,"Jens Arne Hedegaard, Brønderslev K",Venstre - Danmarks Liberale Parti,1
,Frederikshavn,15. Hørby,V,"Karen Serup, Thisted Kommune",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,15. Hørby,V,"Kristian Andersen, Aalborg Kommune",Venstre - Danmarks Liberale Parti,4
,Frederikshavn,15. Hørby,V,"Lars Kringelholt, Frederikshavn Ko",Venstre - Danmarks Liberale Parti,11
,Frederikshavn,15. Hørby,V,"Lasse Madsen, Mariagerfjord Kommun",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,15. Hørby,V,"Lone Riisgaard-Jensen, Vesthim.Kom",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,15. Hørby,V,"Lone Sondrup, Mariagerfjord Kommun",Venstre - Danmarks Liberale Parti,1
,Frederikshavn,15. Hørby,V,"Mads Thomsen, Aalborg Kommune",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,15. Hørby,V,"Mike Bing Grunnet, Aalborg Kommune",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,15. Hørby,V,"Mona Jensen, Vesthimmerlands Kommu",Venstre - Danmarks Liberale Parti,1
,Frederikshavn,15. Hørby,V,"Morten A. Petersen,Hjørring Kommun",Venstre - Danmarks Liberale Parti,1
,Frederikshavn,15. Hørby,V,"Morten Bjerg Jakobsen, Hjørring Ko",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,15. Hørby,V,"Niklas Milthers, Aalborg Kommune",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,15. Hørby,V,"Ole B. Sørensen, Vesthimmerlands K",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,15. Hørby,V,"Ole Nør Pedersen, Aalborg Kommune",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,15. Hørby,V,"Otto Kjær Larsen, Jammerbugt Kommu",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,15. Hørby,V,"Per Harfeld, Hjørring Kommune",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,15. Hørby,V,"Per Nilsson, Frederikshavn Kommune",Venstre - Danmarks Liberale Parti,11
,Frederikshavn,15. Hørby,V,"Peter Therkildsen, Morsø Kommune",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,15. Hørby,V,"Pia Karlsen, Frederikshavn Kommune",Venstre - Danmarks Liberale Parti,18
,Frederikshavn,15. Hørby,V,"Rasmus Lykke Jensen, Frederiksh. K",Venstre - Danmarks Liberale Parti,8
,Frederikshavn,15. Hørby,V,"Simon Linde, Mariagerfjord Kommune",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,15. Hørby,V,"Svend Erik Jensen, Aalborg Kommune",Venstre - Danmarks Liberale Parti,1
,Frederikshavn,15. Hørby,V,"Svend Heiselberg, Hanstholm",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,15. Hørby,V,"Willy Bjerregaard, Hjørring Kommun",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,15. Hørby,Ø,Listestemmer,Enhedslisten - De Rød-Grønne,12
,Frederikshavn,15. Hørby,Ø,"Susanne Flydtkjær, Aalborg",Enhedslisten - De Rød-Grønne,4
,Frederikshavn,15. Hørby,Ø,"Lis Jensen, Rødhus",Enhedslisten - De Rød-Grønne,2
,Frederikshavn,15. Hørby,Ø,"Bjarne Mørch Larsen, Hjørring",Enhedslisten - De Rød-Grønne,0
,Frederikshavn,15. Hørby,Ø,"Helene Rée, Thisted",Enhedslisten - De Rød-Grønne,1
,Frederikshavn,15. Hørby,Ø,"Jan Jensen, Aalborg",Enhedslisten - De Rød-Grønne,0
,Frederikshavn,15. Hørby,Ø,"Bo Fink, Sundby, Mors",Enhedslisten - De Rød-Grønne,0
,Frederikshavn,15. Hørby,Ø,"Søren Bruun Jensen, Aalborg Øst",Enhedslisten - De Rød-Grønne,0
,Frederikshavn,15. Hørby,Ø,"Jan Rosenkrantz, Hjørring",Enhedslisten - De Rød-Grønne,2
,Frederikshavn,15. Hørby,Ø,"Kristina Gammelgård-Larsen, Aalb.",Enhedslisten - De Rød-Grønne,0
,Frederikshavn,15. Hørby,Ø,"Anders Lundkvist, Klarup",Enhedslisten - De Rød-Grønne,0
,Frederikshavn,15. Hørby,Ø,"Aage Olsen, Voersaa",Enhedslisten - De Rød-Grønne,1
,Frederikshavn,15. Hørby,Ø,"Povl-Erik Andersen, Ålbæk",Enhedslisten - De Rød-Grønne,0
,Frederikshavn,15. Hørby,Ø,"Cæcilie Lyndgaard Andersen, Nørres",Enhedslisten - De Rød-Grønne,0
,Frederikshavn,15. Hørby,Ø,"Anders Geisler Møller, Aalborg Øst",Enhedslisten - De Rød-Grønne,1
,Frederikshavn,15. Hørby,Ø,"Allan Kjær Nielsen, Hjallerup",Enhedslisten - De Rød-Grønne,0
,Frederikshavn,15. Hørby,Ø,"Oskar Hvelplund, Aalborg",Enhedslisten - De Rød-Grønne,0
,Frederikshavn,15. Hørby,Ø,"Kent Broe Goldschmidt, Mariagf. Ko",Enhedslisten - De Rød-Grønne,0
,Frederikshavn,15. Hørby,Ø,"Shilan A. Sadek, Aalborg",Enhedslisten - De Rød-Grønne,0
,Frederikshavn,15. Hørby,Ø,"Anja Lundtoft Thomsen, Aalborg",Enhedslisten - De Rød-Grønne,0
,Frederikshavn,15. Hørby,Ø,"Miguel J. Valentine, Mariagerf. Ko",Enhedslisten - De Rød-Grønne,0
,Frederikshavn,15. Hørby,Ø,"Gitte Thomsen, Nørresundby",Enhedslisten - De Rød-Grønne,0
,Frederikshavn,15. Hørby,Ø,"Andreas Hauervig, Støvring",Enhedslisten - De Rød-Grønne,0
,Frederikshavn,15. Hørby,Ø,"Finn Grøn Nielsen, Skørping",Enhedslisten - De Rød-Grønne,0
,Frederikshavn,15. Hørby,Ø,"Bitt Juul Jensen, Skørping",Enhedslisten - De Rød-Grønne,0
,Frederikshavn,15. Hørby,Ø,"Jens Otto Madsen, Thisted",Enhedslisten - De Rød-Grønne,1
,Frederikshavn,15. Hørby,Ø,"Frederik Bøgh Bisgaard, Aalb.Øst",Enhedslisten - De Rød-Grønne,0
,Frederikshavn,15. Hørby,Ø,"Hans H. L. Jensen, Hjørring",Enhedslisten - De Rød-Grønne,0
,Frederikshavn,15. Hørby,Ø,"Inger Frølner, Sæby",Enhedslisten - De Rød-Grønne,4
,Frederikshavn,15. Hørby,Ø,"Peter Jensen, Frederikshavn",Enhedslisten - De Rød-Grønne,0
,Frederikshavn,15. Hørby,Ø,"Safet Bralic, Frederikshavn",Enhedslisten - De Rød-Grønne,0
,Frederikshavn,15. Hørby,Ø,"Line Boye Danielsen, Nørresundby",Enhedslisten - De Rød-Grønne,0
,Frederikshavn,16. Præstbro,A,Listestemmer,Socialdemokratiet,31
,Frederikshavn,16. Præstbro,A,"Ulla Astman, Gistrup",Socialdemokratiet,46
,Frederikshavn,16. Præstbro,A,"Vagn Nørgaard, Thisted",Socialdemokratiet,0
,Frederikshavn,16. Præstbro,A,"Mogens Nørgård, Aabybro",Socialdemokratiet,2
,Frederikshavn,16. Præstbro,A,"Tina Juul Kjellberg, Ålbæk",Socialdemokratiet,2
,Frederikshavn,16. Præstbro,A,"Thomas Hav, Nørresundby",Socialdemokratiet,2
,Frederikshavn,16. Præstbro,A,"Pernille Buhelt, Hjørring",Socialdemokratiet,1
,Frederikshavn,16. Præstbro,A,"Medzait Ljatifi, Støvring",Socialdemokratiet,1
,Frederikshavn,16. Præstbro,A,"Heidi Linnemann Prehn, Aalborg",Socialdemokratiet,0
,Frederikshavn,16. Præstbro,A,"Lis Mancini, Hadsund",Socialdemokratiet,0
,Frederikshavn,16. Præstbro,A,"Mie Nielsen, Nykøbing Mors",Socialdemokratiet,0
,Frederikshavn,16. Præstbro,A,"Jette Ramskov, Brønderslev",Socialdemokratiet,1
,Frederikshavn,16. Præstbro,A,"Arne Nielsen, Nørresundby",Socialdemokratiet,0
,Frederikshavn,16. Præstbro,A,"Jørgen Rørbæk Henriksen, Sæby",Socialdemokratiet,17
,Frederikshavn,16. Præstbro,A,"Hanne Majbritt Nielsen, Vestbjerg",Socialdemokratiet,0
,Frederikshavn,16. Præstbro,A,"Morten Skaanning, Sindal",Socialdemokratiet,0
,Frederikshavn,16. Præstbro,A,"Bente Bang, Vestervig",Socialdemokratiet,0
,Frederikshavn,16. Præstbro,A,"Mogens Ove Madsen, Aars",Socialdemokratiet,2
,Frederikshavn,16. Præstbro,A,"Poul Erik Andreasen, Dronninglund",Socialdemokratiet,5
,Frederikshavn,16. Præstbro,A,"Kurt Toft, Aalborg",Socialdemokratiet,0
,Frederikshavn,16. Præstbro,A,"Peter Christensen, Aalborg",Socialdemokratiet,0
,Frederikshavn,16. Præstbro,A,"Henrik Ringbæk Madsen, Hobro",Socialdemokratiet,0
,Frederikshavn,16. Præstbro,A,"Ejner Guldager Nielsen, Skagen",Socialdemokratiet,1
,Frederikshavn,16. Præstbro,A,"Jørgen Hansen, Gandrup",Socialdemokratiet,0
,Frederikshavn,16. Præstbro,A,"Asger Andersen, Nibe",Socialdemokratiet,0
,Frederikshavn,16. Præstbro,A,"Bent-Ole Pedersen, Svenstrup, Aalb",Socialdemokratiet,0
,Frederikshavn,16. Præstbro,A,"Kim Levisen, Brovst",Socialdemokratiet,0
,Frederikshavn,16. Præstbro,A,"Bent Sigaard, Hals",Socialdemokratiet,0
,Frederikshavn,16. Præstbro,A,"Inge Pedersen, Vadum",Socialdemokratiet,0
,Frederikshavn,16. Præstbro,A,"Susanne Talbot, Storvorde",Socialdemokratiet,1
,Frederikshavn,16. Præstbro,A,"Allan Rank, Bælum",Socialdemokratiet,0
,Frederikshavn,16. Præstbro,A,"Vagn Flink, Hobro",Socialdemokratiet,0
,Frederikshavn,16. Præstbro,B,Listestemmer,Radikale Venstre,1
,Frederikshavn,16. Præstbro,B,"Ninni Lodahl Gjessing, Vest.H.Kom",Radikale Venstre,2
,Frederikshavn,16. Præstbro,B,"Kjeld Lundager Jørgensen, Reb.kom",Radikale Venstre,0
,Frederikshavn,16. Præstbro,B,"Louise Lundbeck Krog, Aalborg",Radikale Venstre,0
,Frederikshavn,16. Præstbro,B,"Gustav Sieg Sørensen, Thisted Komm",Radikale Venstre,0
,Frederikshavn,16. Præstbro,B,"Thorsteinn Arnason, Vester Hassing",Radikale Venstre,0
,Frederikshavn,16. Præstbro,B,"Jesper Hansen, Jammerbugt Kommune",Radikale Venstre,1
,Frederikshavn,16. Præstbro,B,"Keld Kollerup Kvist, Aalborg Kommu",Radikale Venstre,0
,Frederikshavn,16. Præstbro,B,"Jørgen Hein, Aalborg",Radikale Venstre,0
,Frederikshavn,16. Præstbro,B,"Marianne Bøgedal Etheridge, Sæby",Radikale Venstre,5
,Frederikshavn,16. Præstbro,B,"Lis Skaanning, Hjørring Kommune",Radikale Venstre,0
,Frederikshavn,16. Præstbro,B,"Bent Jørgensen, Aalborg",Radikale Venstre,0
,Frederikshavn,16. Præstbro,B,"Michael Portefée P. Lex, Reb. Komm",Radikale Venstre,0
,Frederikshavn,16. Præstbro,B,"Christian Stavad, Frederikshavn",Radikale Venstre,1
,Frederikshavn,16. Præstbro,B,"Erling Ramme Nielsen, Klarup",Radikale Venstre,0
,Frederikshavn,16. Præstbro,B,"Peter Carstensen, Mariagerfj. Komm",Radikale Venstre,0
,Frederikshavn,16. Præstbro,B,"Karina Kroustrup, Aalborg",Radikale Venstre,1
,Frederikshavn,16. Præstbro,B,"Børge V. Madsen, Morsø Kommune",Radikale Venstre,1
,Frederikshavn,16. Præstbro,C,Listestemmer,Det Konservative Folkeparti,2
,Frederikshavn,16. Præstbro,C,"Per Larsen, Hjørring",Det Konservative Folkeparti,4
,Frederikshavn,16. Præstbro,C,"Kirsten Moesgaard, Vesth. Kommune",Det Konservative Folkeparti,0
,Frederikshavn,16. Præstbro,C,"Vibeke Gamst, Aalborg",Det Konservative Folkeparti,0
,Frederikshavn,16. Præstbro,C,"Christen Overgaard, Hurup, Thy",Det Konservative Folkeparti,0
,Frederikshavn,16. Præstbro,C,"Søren Brink, Aabybro",Det Konservative Folkeparti,0
,Frederikshavn,16. Præstbro,C,"Villy Møller, Frederikshavn",Det Konservative Folkeparti,0
,Frederikshavn,16. Præstbro,C,"Christian Johnson, Mariagerf. Komm",Det Konservative Folkeparti,0
,Frederikshavn,16. Præstbro,C,"Katrine Hovaldt Krog Madsen,Reb.ko",Det Konservative Folkeparti,1
,Frederikshavn,16. Præstbro,C,"Rasmus Rodenberg Pedersen, Aalborg",Det Konservative Folkeparti,0
,Frederikshavn,16. Præstbro,C,"Berit Engholm Pedersen, Aalborg",Det Konservative Folkeparti,0
,Frederikshavn,16. Præstbro,C,"Steen Jørgensen, Frederikshavn",Det Konservative Folkeparti,1
,Frederikshavn,16. Præstbro,C,"Karsten Elkjær, Mariagerfjord Komm",Det Konservative Folkeparti,0
,Frederikshavn,16. Præstbro,C,"Troels D. Nørmølle, Hjørring",Det Konservative Folkeparti,0
,Frederikshavn,16. Præstbro,C,"O. Høegh-Guldberg, Hadsund",Det Konservative Folkeparti,0
,Frederikshavn,16. Præstbro,C,"Bjarne Villadsen, Rebild Kommune",Det Konservative Folkeparti,0
,Frederikshavn,16. Præstbro,C,"Gry Tange, Aalborg SV",Det Konservative Folkeparti,0
,Frederikshavn,16. Præstbro,C,"Lene Gram Skjoldager, Hjørring",Det Konservative Folkeparti,0
,Frederikshavn,16. Præstbro,C,"Martin Jørgensen, Morsø Kommune",Det Konservative Folkeparti,0
,Frederikshavn,16. Præstbro,F,Listestemmer,SF - Socialistisk Folkeparti,2
,Frederikshavn,16. Præstbro,F,"Bente Lauridsen, Thisted",SF - Socialistisk Folkeparti,0
,Frederikshavn,16. Præstbro,F,"Lene Linnemann, Aalborg Kommune",SF - Socialistisk Folkeparti,1
,Frederikshavn,16. Præstbro,F,"Peder Larsen, Mariagerfjord Kommun",SF - Socialistisk Folkeparti,0
,Frederikshavn,16. Præstbro,F,"Mathias Caland, Frederikshavn Komm",SF - Socialistisk Folkeparti,1
,Frederikshavn,16. Præstbro,F,"Jørgen Grøn, Vesthimmerlands Komm.",SF - Socialistisk Folkeparti,0
,Frederikshavn,16. Præstbro,F,"Berit Byg, Vesthimmerlands Kommune",SF - Socialistisk Folkeparti,0
,Frederikshavn,16. Præstbro,F,"Anders Hind, Hals",SF - Socialistisk Folkeparti,0
,Frederikshavn,16. Præstbro,F,"Mads Guldhammer,Jammerbugt Kommune",SF - Socialistisk Folkeparti,0
,Frederikshavn,16. Præstbro,F,"Arne Hansen, Frederikshavn",SF - Socialistisk Folkeparti,1
,Frederikshavn,16. Præstbro,F,"Grete Bonde, Hjørring Kommune",SF - Socialistisk Folkeparti,0
,Frederikshavn,16. Præstbro,F,"Christian Johansen, Assens, Mariag",SF - Socialistisk Folkeparti,0
,Frederikshavn,16. Præstbro,F,"Allan Norré Pedersen, Aalborg",SF - Socialistisk Folkeparti,0
,Frederikshavn,16. Præstbro,F,"Peter W. Svendsen, Staun",SF - Socialistisk Folkeparti,0
,Frederikshavn,16. Præstbro,F,"Jørgen E. Jensen, Aalborg",SF - Socialistisk Folkeparti,0
,Frederikshavn,16. Præstbro,I,Listestemmer,Liberal Alliance,0
,Frederikshavn,16. Præstbro,I,"Agnethe Benedikt Mørch, Aalborg",Liberal Alliance,1
,Frederikshavn,16. Præstbro,I,"Birgitte Borup Andersen, Hobro",Liberal Alliance,0
,Frederikshavn,16. Præstbro,I,"Sten Bach, Frederikshavn",Liberal Alliance,2
,Frederikshavn,16. Præstbro,I,"Anne Marie Nymark Jensen, Aars",Liberal Alliance,1
,Frederikshavn,16. Præstbro,I,"Bo Ritterbusch, Hadsund",Liberal Alliance,3
,Frederikshavn,16. Præstbro,I,"Lise Therkelsen, Vodskov",Liberal Alliance,0
,Frederikshavn,16. Præstbro,I,"Jens Christian Vangsgaard, Bed.Thy",Liberal Alliance,0
,Frederikshavn,16. Præstbro,I,"Henrik Viholm, Aalborg",Liberal Alliance,0
,Frederikshavn,16. Præstbro,K,Listestemmer,Kristendemokraterne,0
,Frederikshavn,16. Præstbro,K,"Inger Ottesen, Ingstrup",Kristendemokraterne,0
,Frederikshavn,16. Præstbro,K,"Peter Øhrstrøm, Vestbjerg",Kristendemokraterne,0
,Frederikshavn,16. Præstbro,K,"Mogens Graversen, Bedsted, Thy",Kristendemokraterne,0
,Frederikshavn,16. Præstbro,K,"Henning Feldtmose, Strandby",Kristendemokraterne,0
,Frederikshavn,16. Præstbro,K,"David Jakobsen, Mariager",Kristendemokraterne,0
,Frederikshavn,16. Præstbro,K,"Ruth Tidemand Nielsen, Hjørring",Kristendemokraterne,0
,Frederikshavn,16. Præstbro,K,"Villy Jørgensen, Vilsted",Kristendemokraterne,0
,Frederikshavn,16. Præstbro,N,Listestemmer,Danskernes Parti - De Nationale,0
,Frederikshavn,16. Præstbro,N,Morten Borup,Danskernes Parti - De Nationale,2
,Frederikshavn,16. Præstbro,O,Listestemmer,Dansk Folkeparti,13
,Frederikshavn,16. Præstbro,O,Rikke Karlsson,Dansk Folkeparti,8
,Frederikshavn,16. Præstbro,O,Kristoffer Hjort Storm,Dansk Folkeparti,1
,Frederikshavn,16. Præstbro,O,Tommy Eggers,Dansk Folkeparti,2
,Frederikshavn,16. Præstbro,O,Vivi Jensen,Dansk Folkeparti,0
,Frederikshavn,16. Præstbro,O,Annette Vahlgreen,Dansk Folkeparti,0
,Frederikshavn,16. Præstbro,O,Karina Christensen,Dansk Folkeparti,0
,Frederikshavn,16. Præstbro,O,Gert Ingolf Johansen,Dansk Folkeparti,0
,Frederikshavn,16. Præstbro,O,Meiner Nørgaard,Dansk Folkeparti,0
,Frederikshavn,16. Præstbro,O,Peter Sørensen,Dansk Folkeparti,0
,Frederikshavn,16. Præstbro,O,Trine Olesen,Dansk Folkeparti,0
,Frederikshavn,16. Præstbro,O,Tommy Degn,Dansk Folkeparti,0
,Frederikshavn,16. Præstbro,O,Ida Stabell,Dansk Folkeparti,1
,Frederikshavn,16. Præstbro,O,Jess Kristensen,Dansk Folkeparti,0
,Frederikshavn,16. Præstbro,O,Carsten Normann Munk,Dansk Folkeparti,1
,Frederikshavn,16. Præstbro,O,Jørgen Svenstrup,Dansk Folkeparti,0
,Frederikshavn,16. Præstbro,O,Hanne Bøgsted,Dansk Folkeparti,10
,Frederikshavn,16. Præstbro,R,Listestemmer,Kommunistisk Parti i Danmark,0
,Frederikshavn,16. Præstbro,R,"Brian Olsen, Vesthimmerlands Komm.",Kommunistisk Parti i Danmark,0
,Frederikshavn,16. Præstbro,R,"Emil Olsen, Vesthimmerlands Komm.",Kommunistisk Parti i Danmark,0
,Frederikshavn,16. Præstbro,V,Listestemmer,Venstre - Danmarks Liberale Parti,20
,Frederikshavn,16. Præstbro,V,"Jess V. Laursen, Mariagerfjord kom",Venstre - Danmarks Liberale Parti,1
,Frederikshavn,16. Præstbro,V,"Martin Bech, Brønderslev Kommune",Venstre - Danmarks Liberale Parti,1
,Frederikshavn,16. Præstbro,V,"Allan Jensen, Rebild Kommune",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,16. Præstbro,V,"Anny Winther, Rebild Kommune",Venstre - Danmarks Liberale Parti,1
,Frederikshavn,16. Præstbro,V,"Asta Skaksen, Dronninglund",Venstre - Danmarks Liberale Parti,10
,Frederikshavn,16. Præstbro,V,"Bente Koch, Aalborg Kommune",Venstre - Danmarks Liberale Parti,1
,Frederikshavn,16. Præstbro,V,"Elsebeth Nielsen, Thisted Kommune",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,16. Præstbro,V,"Erik Harbo Larsen, Thisted Kommune",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,16. Præstbro,V,"Gunhild Olesen Møller, Morsø Kom.",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,16. Præstbro,V,"Henrik Buchhave, Frederikshavn Kom",Venstre - Danmarks Liberale Parti,16
,Frederikshavn,16. Præstbro,V,"Henrik Harder, Blokhus",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,16. Præstbro,V,"Henrik Munkholt, Jammerbugt Kommun",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,16. Præstbro,V,"Jens Arne Hedegaard, Brønderslev K",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,16. Præstbro,V,"Karen Serup, Thisted Kommune",Venstre - Danmarks Liberale Parti,1
,Frederikshavn,16. Præstbro,V,"Kristian Andersen, Aalborg Kommune",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,16. Præstbro,V,"Lars Kringelholt, Frederikshavn Ko",Venstre - Danmarks Liberale Parti,4
,Frederikshavn,16. Præstbro,V,"Lasse Madsen, Mariagerfjord Kommun",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,16. Præstbro,V,"Lone Riisgaard-Jensen, Vesthim.Kom",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,16. Præstbro,V,"Lone Sondrup, Mariagerfjord Kommun",Venstre - Danmarks Liberale Parti,1
,Frederikshavn,16. Præstbro,V,"Mads Thomsen, Aalborg Kommune",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,16. Præstbro,V,"Mike Bing Grunnet, Aalborg Kommune",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,16. Præstbro,V,"Mona Jensen, Vesthimmerlands Kommu",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,16. Præstbro,V,"Morten A. Petersen,Hjørring Kommun",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,16. Præstbro,V,"Morten Bjerg Jakobsen, Hjørring Ko",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,16. Præstbro,V,"Niklas Milthers, Aalborg Kommune",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,16. Præstbro,V,"Ole B. Sørensen, Vesthimmerlands K",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,16. Præstbro,V,"Ole Nør Pedersen, Aalborg Kommune",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,16. Præstbro,V,"Otto Kjær Larsen, Jammerbugt Kommu",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,16. Præstbro,V,"Per Harfeld, Hjørring Kommune",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,16. Præstbro,V,"Per Nilsson, Frederikshavn Kommune",Venstre - Danmarks Liberale Parti,11
,Frederikshavn,16. Præstbro,V,"Peter Therkildsen, Morsø Kommune",Venstre - Danmarks Liberale Parti,1
,Frederikshavn,16. Præstbro,V,"Pia Karlsen, Frederikshavn Kommune",Venstre - Danmarks Liberale Parti,6
,Frederikshavn,16. Præstbro,V,"Rasmus Lykke Jensen, Frederiksh. K",Venstre - Danmarks Liberale Parti,8
,Frederikshavn,16. Præstbro,V,"Simon Linde, Mariagerfjord Kommune",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,16. Præstbro,V,"Svend Erik Jensen, Aalborg Kommune",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,16. Præstbro,V,"Svend Heiselberg, Hanstholm",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,16. Præstbro,V,"Willy Bjerregaard, Hjørring Kommun",Venstre - Danmarks Liberale Parti,0
,Frederikshavn,16. Præstbro,Ø,Listestemmer,Enhedslisten - De Rød-Grønne,13
,Frederikshavn,16. Præstbro,Ø,"Susanne Flydtkjær, Aalborg",Enhedslisten - De Rød-Grønne,1
,Frederikshavn,16. Præstbro,Ø,"Lis Jensen, Rødhus",Enhedslisten - De Rød-Grønne,0
,Frederikshavn,16. Præstbro,Ø,"Bjarne Mørch Larsen, Hjørring",Enhedslisten - De Rød-Grønne,0
