Region,kommune,valgsted_navn,bogstavbetegnelse,kandidat_navn,parti,stemmer
,Brønderslev,1. Agersted,A,"Ole Stavad, Jammerbugt",Socialdemokratiet,2
,Brønderslev,1. Agersted,A,"Allan Milton Kristensen, Nibe",Socialdemokratiet,0
,Brønderslev,1. Agersted,B,Listestemmer,Radikale Venstre,0
,Brønderslev,1. Agersted,B,"Gitte Lopdrup, Vesthimmerlands Kom",Radikale Venstre,1
,Brønderslev,1. Agersted,B,"Jørgen Hein, Aalborg Kommune",Radikale Venstre,0
,Brønderslev,1. Agersted,B,"Thorsteinn Árnason, Aalborg Komm.",Radikale Venstre,0
,Brønderslev,1. Agersted,B,"Frede Hansen, Brønderslev Kommune",Radikale Venstre,5
,Brønderslev,1. Agersted,B,"Lene Bjørn Sørensen, Hjørring Kom.",Radikale Venstre,0
,Brønderslev,1. Agersted,B,"Per Trinderup Dalgaard, Rebild Kom",Radikale Venstre,0
,Brønderslev,1. Agersted,B,"Hans Jørgen Nygaard, Frh. Kommune",Radikale Venstre,0
,Brønderslev,1. Agersted,B,"Sonja Hejselbæk, Jammerbugt Kom.",Radikale Venstre,0
,Brønderslev,1. Agersted,B,"Søren Dolmer, Vesthimmerlands Kom.",Radikale Venstre,0
,Brønderslev,1. Agersted,B,"Kurt Thinggaard, Morsø Kommune",Radikale Venstre,0
,Brønderslev,1. Agersted,B,"Knud Christensen, Rebild Kommune",Radikale Venstre,0
,Brønderslev,1. Agersted,B,"Hugo G. Andreasen, Frh. Kommune",Radikale Venstre,1
,Brønderslev,1. Agersted,B,"Mille Gunnergaard, Hjørring Komm.",Radikale Venstre,0
,Brønderslev,1. Agersted,B,"Rasmus Nielsen, Aalborg Kommune",Radikale Venstre,0
,Brønderslev,1. Agersted,B,"Keld Kollerup Kvist, Aalborg Kom.",Radikale Venstre,1
,Brønderslev,1. Agersted,B,"M. Mulle Jensen, Aalborg Kommune",Radikale Venstre,3
,Brønderslev,1. Agersted,B,"Trine Bjerg, Jammerbugt Kommune",Radikale Venstre,0
,Brønderslev,1. Agersted,B,"Casper Hedegaard, Mariagerf. Kom.",Radikale Venstre,0
,Brønderslev,1. Agersted,B,"Malene Roswalld Portefée Lex, Aalb",Radikale Venstre,0
,Brønderslev,1. Agersted,B,"Michael Portefée P. Lex, Rebild K",Radikale Venstre,0
,Brønderslev,1. Agersted,C,Listestemmer,Det Konservative Folkeparti,10
,Brønderslev,1. Agersted,C,"Per Larsen, Hjørring",Det Konservative Folkeparti,25
,Brønderslev,1. Agersted,C,"Pia Buus Pinstrup, Vesthimmerland",Det Konservative Folkeparti,0
,Brønderslev,1. Agersted,C,"Vibeke Gamst, Aalborg",Det Konservative Folkeparti,1
,Brønderslev,1. Agersted,C,"Tage Leegaard, Snedsted",Det Konservative Folkeparti,0
,Brønderslev,1. Agersted,C,"Lene Aalestrup, Støvring",Det Konservative Folkeparti,0
,Brønderslev,1. Agersted,C,"Peter E. Nielsen, Ålbæk",Det Konservative Folkeparti,1
,Brønderslev,1. Agersted,C,"Martin Jørgensen, Erslev",Det Konservative Folkeparti,0
,Brønderslev,1. Agersted,C,"Jens-Henrik Kirk, Mariager",Det Konservative Folkeparti,0
,Brønderslev,1. Agersted,C,"Berit Engholm Pedersen, Brovst",Det Konservative Folkeparti,1
,Brønderslev,1. Agersted,C,"Jette Schiønning Aasholm, Br.slev.",Det Konservative Folkeparti,1
,Brønderslev,1. Agersted,C,"Karsten Skov Petersen, Læsø",Det Konservative Folkeparti,3
,Brønderslev,1. Agersted,C,"Katharina Fræer Grundholm, Aalborg",Det Konservative Folkeparti,0
,Brønderslev,1. Agersted,C,"Per Møller, Hjørring",Det Konservative Folkeparti,0
,Brønderslev,1. Agersted,C,"Lotte Nielsen, Aalborg",Det Konservative Folkeparti,0
,Brønderslev,1. Agersted,C,"Morten Thiessen, Aalborg",Det Konservative Folkeparti,0
,Brønderslev,1. Agersted,C,"Karsten Elkjær, Hadsund",Det Konservative Folkeparti,0
,Brønderslev,1. Agersted,C,"Steen Jørgensen, Frederikshavn",Det Konservative Folkeparti,0
,Brønderslev,1. Agersted,C,"Michael Klitgaard Mikkelsen, Vejg.",Det Konservative Folkeparti,0
,Brønderslev,1. Agersted,C,"Gry Tange, Skørping",Det Konservative Folkeparti,0
,Brønderslev,1. Agersted,C,"Kasper Buus, Aabybro",Det Konservative Folkeparti,0
,Brønderslev,1. Agersted,C,"Morten George, Aalborg",Det Konservative Folkeparti,0
,Brønderslev,1. Agersted,C,"Flemming Knudsen, Skørping",Det Konservative Folkeparti,0
,Brønderslev,1. Agersted,C,"Chr. Strier Nyholm Jacobsen, Aalb.",Det Konservative Folkeparti,0
,Brønderslev,1. Agersted,C,"Alex Klein, Thisted",Det Konservative Folkeparti,0
,Brønderslev,1. Agersted,C,"Bent Linné, Jammerbugt",Det Konservative Folkeparti,0
,Brønderslev,1. Agersted,C,"Jonas Søby, Vejgård",Det Konservative Folkeparti,0
,Brønderslev,1. Agersted,C,"Kim Hornbech, Rørbæk",Det Konservative Folkeparti,0
,Brønderslev,1. Agersted,C,"Jørgen Ravn Christensen, Gjøl",Det Konservative Folkeparti,0
,Brønderslev,1. Agersted,C,"Michael Peter Hansen, Brønderslev",Det Konservative Folkeparti,1
,Brønderslev,1. Agersted,D,Listestemmer,Nye Borgerlige,2
,Brønderslev,1. Agersted,D,"Erling Pedersen-Bach, Rebild Komm.",Nye Borgerlige,1
,Brønderslev,1. Agersted,D,"John Hammer, Jammerbugt Kommune",Nye Borgerlige,0
,Brønderslev,1. Agersted,D,"Tommy Grods, Hjørring Kommune",Nye Borgerlige,0
,Brønderslev,1. Agersted,D,"Frederik Meyer Johannesen, Hj.Kom.",Nye Borgerlige,0
,Brønderslev,1. Agersted,D,"Jesper Riis Hansen, Jammerbugt Kom",Nye Borgerlige,0
,Brønderslev,1. Agersted,D,"Jens Chr. Vangsgård, Bedsted",Nye Borgerlige,0
,Brønderslev,1. Agersted,D,"Henning Lyk, Skagen",Nye Borgerlige,0
,Brønderslev,1. Agersted,D,"Rikke Pedersen, Nibe",Nye Borgerlige,0
,Brønderslev,1. Agersted,D,"Poul E. Bundgaard, Sæby",Nye Borgerlige,0
,Brønderslev,1. Agersted,D,"Birthe Rugholm, Frederikshavn",Nye Borgerlige,0
,Brønderslev,1. Agersted,D,"Frode Larsen, Vrå",Nye Borgerlige,0
,Brønderslev,1. Agersted,D,"Betty Steglich-Petersen, Fr.havn.",Nye Borgerlige,0
,Brønderslev,1. Agersted,E,Listestemmer,Retsforbundet,0
,Brønderslev,1. Agersted,E,"Martin Sørensen, Ranum",Retsforbundet,0
,Brønderslev,1. Agersted,E,"Christian Jørgensen, Frederikshavn",Retsforbundet,0
,Brønderslev,1. Agersted,E,"Birgit Skovmand, Støvring",Retsforbundet,0
,Brønderslev,1. Agersted,F,Listestemmer,SF - Socialistisk Folkeparti,5
,Brønderslev,1. Agersted,F,"Lene Linnemann, Aalborg Kommune",SF - Socialistisk Folkeparti,5
,Brønderslev,1. Agersted,F,"Ove Albrektsen, Jammerbugt Kommune",SF - Socialistisk Folkeparti,0
,Brønderslev,1. Agersted,F,"Erik Holm, Thisted Kommune",SF - Socialistisk Folkeparti,0
,Brønderslev,1. Agersted,F,"Thorkil Olesen, Thisted Kommune",SF - Socialistisk Folkeparti,0
,Brønderslev,1. Agersted,F,"Janni Platz Sthyr, Mariagerf. Kom.",SF - Socialistisk Folkeparti,0
,Brønderslev,1. Agersted,F,"Jørgen Grøn, Vesthimmerlands Kom.",SF - Socialistisk Folkeparti,0
,Brønderslev,1. Agersted,F,"Jimmi Kruse Sørensen, Hjørring Kom",SF - Socialistisk Folkeparti,0
,Brønderslev,1. Agersted,F,"Aino Charlotte Linkhorst, Frh.Kom.",SF - Socialistisk Folkeparti,0
,Brønderslev,1. Agersted,F,"Thomas Krog, Brønderslev Kommune",SF - Socialistisk Folkeparti,4
,Brønderslev,1. Agersted,F,"Anders Hind, Aalborg Kommune",SF - Socialistisk Folkeparti,0
,Brønderslev,1. Agersted,F,"Frank Østergaard, Jammerbugt Kom.",SF - Socialistisk Folkeparti,0
,Brønderslev,1. Agersted,F,"Peder Larsen, Mariagerfjord Kom.",SF - Socialistisk Folkeparti,0
,Brønderslev,1. Agersted,F,"Arthur Corneliussen, Br.slev Komm",SF - Socialistisk Folkeparti,7
,Brønderslev,1. Agersted,F,"Mathias Caland, Rebild Kommune",SF - Socialistisk Folkeparti,0
,Brønderslev,1. Agersted,F,"Lasse Hjorthøj, Aalborg Kommune",SF - Socialistisk Folkeparti,0
,Brønderslev,1. Agersted,G,Listestemmer,Social Fælles Liste,0
,Brønderslev,1. Agersted,G,"Anne-Dorte Krog, Vodskov",Social Fælles Liste,1
,Brønderslev,1. Agersted,G,"Christina Winther, Ulsted",Social Fælles Liste,0
,Brønderslev,1. Agersted,G,"Asbjørn Grepperud Krog, Aalborg",Social Fælles Liste,0
,Brønderslev,1. Agersted,G,"Ole Ankjær Klavsen, Vester Hassing",Social Fælles Liste,0
,Brønderslev,1. Agersted,G,"Poul Erik Lyngdorf, Hals",Social Fælles Liste,1
,Brønderslev,1. Agersted,G,"Andreas B. L. Eriksen, Aalborg",Social Fælles Liste,2
,Brønderslev,1. Agersted,G,"Kurt Frederiksen, Aalborg",Social Fælles Liste,0
,Brønderslev,1. Agersted,G,"Susanne Jonstrup, Nørresundby",Social Fælles Liste,0
,Brønderslev,1. Agersted,G,"Lisbeth Yvonne Bergman, Aalborg",Social Fælles Liste,0
,Brønderslev,1. Agersted,I,Listestemmer,Liberal Alliance,2
,Brønderslev,1. Agersted,I,Agnethe Benedikt Mørch,Liberal Alliance,1
,Brønderslev,1. Agersted,I,Martin K. Madsen,Liberal Alliance,0
,Brønderslev,1. Agersted,I,Henrik Viholm,Liberal Alliance,0
,Brønderslev,1. Agersted,I,Klaus Hjulmand,Liberal Alliance,2
,Brønderslev,1. Agersted,I,Bo Ritterbusch,Liberal Alliance,1
,Brønderslev,1. Agersted,I,Claus Hermansen,Liberal Alliance,0
,Brønderslev,1. Agersted,I,Johnas Knudsen,Liberal Alliance,0
,Brønderslev,1. Agersted,I,Jacob Høfler,Liberal Alliance,1
,Brønderslev,1. Agersted,K,Listestemmer,Kristendemokraterne,1
,Brønderslev,1. Agersted,K,Peter Øhrstrøm,Kristendemokraterne,1
,Brønderslev,1. Agersted,K,Piratheep Krishnapalan,Kristendemokraterne,0
,Brønderslev,1. Agersted,K,Inger Ottesen,Kristendemokraterne,0
,Brønderslev,1. Agersted,K,Britta Eckhardt,Kristendemokraterne,0
,Brønderslev,1. Agersted,K,David Jakobsen,Kristendemokraterne,0
,Brønderslev,1. Agersted,K,Henning Feldtmose,Kristendemokraterne,0
,Brønderslev,1. Agersted,K,Maria Bentsen,Kristendemokraterne,0
,Brønderslev,1. Agersted,K,Ruth Tidemand Nielsen,Kristendemokraterne,0
,Brønderslev,1. Agersted,K,Niels Jørgen Lassen,Kristendemokraterne,0
,Brønderslev,1. Agersted,K,Robert Thomsen,Kristendemokraterne,0
,Brønderslev,1. Agersted,K,Jakup Jacobsen,Kristendemokraterne,0
,Brønderslev,1. Agersted,K,Henrik Engelbrechtsen,Kristendemokraterne,0
,Brønderslev,1. Agersted,K,Jimmi Würtz,Kristendemokraterne,0
,Brønderslev,1. Agersted,K,Amanda Abildskov,Kristendemokraterne,0
,Brønderslev,1. Agersted,K,Inge Marie Sonne,Kristendemokraterne,0
,Brønderslev,1. Agersted,N,Listestemmer,Nationalpartiet,0
,Brønderslev,1. Agersted,N,Tamim Parwani,Nationalpartiet,0
,Brønderslev,1. Agersted,O,Listestemmer,Dansk Folkeparti,37
,Brønderslev,1. Agersted,O,Ib Madsen,Dansk Folkeparti,3
,Brønderslev,1. Agersted,O,Erik Høgh-Sørensen,Dansk Folkeparti,0
,Brønderslev,1. Agersted,O,Jamie Voldby Nielsen,Dansk Folkeparti,0
,Brønderslev,1. Agersted,O,Kim Edberg Andersen,Dansk Folkeparti,3
,Brønderslev,1. Agersted,O,Jørgen Hammer Sørensen,Dansk Folkeparti,0
,Brønderslev,1. Agersted,O,Anne Mette Mortensen,Dansk Folkeparti,3
,Brønderslev,1. Agersted,O,Carsten Ullmann Andersen,Dansk Folkeparti,2
,Brønderslev,1. Agersted,O,Per Hyldig,Dansk Folkeparti,0
,Brønderslev,1. Agersted,O,Peter Sørensen,Dansk Folkeparti,0
,Brønderslev,1. Agersted,O,Carsten Sørensen,Dansk Folkeparti,1
,Brønderslev,1. Agersted,O,Peter Rasmussen,Dansk Folkeparti,0
,Brønderslev,1. Agersted,O,Else Christensen,Dansk Folkeparti,0
,Brønderslev,1. Agersted,O,Kasper Lau,Dansk Folkeparti,2
,Brønderslev,1. Agersted,R,Listestemmer,Kommunisterne,0
,Brønderslev,1. Agersted,R,"Jonathan Zacho Bruun, Aalborg",Kommunisterne,0
,Brønderslev,1. Agersted,R,"Emil Olsen, Aggersund",Kommunisterne,0
,Brønderslev,1. Agersted,R,"Connie Trudslev, Valsted",Kommunisterne,0
,Brønderslev,1. Agersted,V,Listestemmer,"Venstre, Danmarks Liberale Parti",45
,Brønderslev,1. Agersted,V,"Lone Sondrup, Mariagerfjord","Venstre, Danmarks Liberale Parti",22
,Brønderslev,1. Agersted,V,"Martin Bech, Brønderslev","Venstre, Danmarks Liberale Parti",8
,Brønderslev,1. Agersted,V,"Mads Thomsen, Aalborg","Venstre, Danmarks Liberale Parti",3
,Brønderslev,1. Agersted,V,"Henrik Buchhave, Frederikshavn","Venstre, Danmarks Liberale Parti",3
,Brønderslev,1. Agersted,V,"Peter Therkildsen, Morsø","Venstre, Danmarks Liberale Parti",0
,Brønderslev,1. Agersted,V,"Svend Bøgh, Dronninglund","Venstre, Danmarks Liberale Parti",33
,Brønderslev,1. Agersted,V,"Per Bisgaard, Vesthimmerland","Venstre, Danmarks Liberale Parti",0
,Brønderslev,1. Agersted,V,"Kurt Mikkelsen, Hjørring","Venstre, Danmarks Liberale Parti",0
,Brønderslev,1. Agersted,V,"Erik Harbo Larsen, Thisted","Venstre, Danmarks Liberale Parti",0
,Brønderslev,1. Agersted,V,"Otto Kjær Larsen, Jammerbugt","Venstre, Danmarks Liberale Parti",0
,Brønderslev,1. Agersted,V,"Anny Winther, Rebild","Venstre, Danmarks Liberale Parti",1
,Brønderslev,1. Agersted,V,"Joakim Madsen, Frederikshavn","Venstre, Danmarks Liberale Parti",0
,Brønderslev,1. Agersted,V,"Henrik Harder, Aalborg","Venstre, Danmarks Liberale Parti",0
,Brønderslev,1. Agersted,V,"Hans Thorup, Nibe","Venstre, Danmarks Liberale Parti",0
,Brønderslev,1. Agersted,V,"Bøje Holmsgaard Lundtoft, Jammerb.","Venstre, Danmarks Liberale Parti",0
,Brønderslev,1. Agersted,V,"Henrik Brønnum Hvorvarp, Vesthim.","Venstre, Danmarks Liberale Parti",0
,Brønderslev,1. Agersted,V,"Svend Erik Trudslev, Brønderslev","Venstre, Danmarks Liberale Parti",0
,Brønderslev,1. Agersted,V,"Hans Henrik Paulsen, Rebild","Venstre, Danmarks Liberale Parti",0
,Brønderslev,1. Agersted,V,"Kenneth Kolind, Frederikshavn","Venstre, Danmarks Liberale Parti",0
,Brønderslev,1. Agersted,V,"Morten Bjerg Jakobsen, Hjørring","Venstre, Danmarks Liberale Parti",0
,Brønderslev,1. Agersted,V,"Gunhild Olesen Møller, Morsø","Venstre, Danmarks Liberale Parti",0
,Brønderslev,1. Agersted,V,"Jess V. Laursen, Mariagerfjord","Venstre, Danmarks Liberale Parti",0
,Brønderslev,1. Agersted,V,"Bente Koch, Aalborg","Venstre, Danmarks Liberale Parti",1
,Brønderslev,1. Agersted,V,"Maria Scheuer Christensen, Fr.havn","Venstre, Danmarks Liberale Parti",0
,Brønderslev,1. Agersted,V,"Lina Hundebøll Jespersen, Thisted","Venstre, Danmarks Liberale Parti",0
,Brønderslev,1. Agersted,V,"Bjarne Lyngø, Hals","Venstre, Danmarks Liberale Parti",0
,Brønderslev,1. Agersted,V,"Morten A. Petersen, Hjørring","Venstre, Danmarks Liberale Parti",1
,Brønderslev,1. Agersted,V,"Lasse Madsen, Mariagerfjord","Venstre, Danmarks Liberale Parti",0
,Brønderslev,1. Agersted,V,"Henrik Munkholt, Jammerbugt","Venstre, Danmarks Liberale Parti",0
,Brønderslev,1. Agersted,V,"Mogens Krogh, Mariagerfjord","Venstre, Danmarks Liberale Parti",0
,Brønderslev,1. Agersted,V,"Allan Jensen, Rebild","Venstre, Danmarks Liberale Parti",0
,Brønderslev,1. Agersted,V,"Mads Arv Lunau, Hobro","Venstre, Danmarks Liberale Parti",0
,Brønderslev,1. Agersted,V,"Henning Jensen, Thisted","Venstre, Danmarks Liberale Parti",0
,Brønderslev,1. Agersted,V,"Hasel Strange Pedersen, Vesthiml.","Venstre, Danmarks Liberale Parti",0
,Brønderslev,1. Agersted,V,"Majbritt Iversen, Brønderslev","Venstre, Danmarks Liberale Parti",2
,Brønderslev,1. Agersted,V,"Klaus Thomsen, Hjørring","Venstre, Danmarks Liberale Parti",1
,Brønderslev,1. Agersted,V,"Søren Meier Jensen, Aalborg","Venstre, Danmarks Liberale Parti",0
,Brønderslev,1. Agersted,V,"Niklas Milthers, Aalborg","Venstre, Danmarks Liberale Parti",3
,Brønderslev,1. Agersted,V,"Sebastian Korsbakke Jensen, Aalb.","Venstre, Danmarks Liberale Parti",1
,Brønderslev,1. Agersted,Ø,Listestemmer,Enhedslisten - De Rød-Grønne,16
,Brønderslev,1. Agersted,Ø,"Susanne Flydtkjær, Aalborg",Enhedslisten - De Rød-Grønne,2
,Brønderslev,1. Agersted,Ø,"Lis Jensen, Rødhus",Enhedslisten - De Rød-Grønne,1
,Brønderslev,1. Agersted,Ø,"Bo Fink, Sundby Mors",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Ditte Marie Gyldenberg Ovesen, Aal",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Poul-Erik Andersen, Ålbæk",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Svend Elming, Vejgård",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Bitt Juul Jensen, Skørping",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Charlotte Sørensen, Mosbjerg",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Torsten Ringgaard, Hobro",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Khadra Farah, Aalborg",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Hans Henrik Loberg Jensen, Hjør.",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Tony Ubbesen, Nykøbing Mors",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Jens Otto Madsen, Thisted",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Aage Olsen, Voerså",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Anna Aaen, Vaarst",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Miguel J. Valentine, Hobro",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Gitte Thomsen, Nørresundby",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Britta Glinvad Kristensen, Frh.",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Grete Lyngklip Kjeldgaard, Thisted",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Nicolai L. Sejrup, Aalborg",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Louise Bilde Hvelplund, Lønstrup",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Kirsten Strandgaard, Skinnerup",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Per Clausen, Aalborg",Enhedslisten - De Rød-Grønne,3
,Brønderslev,1. Agersted,Ø,"Dorthe Wienberg, Valsgård",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Jan K. Højen, Kaas",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Ole Bruun, Asaa",Enhedslisten - De Rød-Grønne,1
,Brønderslev,1. Agersted,Ø,"Sarah Lyngklip Kjeldgaard, Aalborg",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Per Værum Mikkelsen, Hadsund",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Nan Toftdal Lund, Brønderslev",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Johnnie Porsgaard, Voerså",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Emilie Søndergaard, Rebild",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Jørgen Olsson, Blokhus",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Moses Salomonsen, Aalborg Øst",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Louise Smith Jensen, Biersted",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Allan Kjær Nielsen, Dronninglund",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Tina Lønstrup, Brovst",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Michael Riber Jørgensen, Thisted",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Bent Skovgaard Olsen, Skørping",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Niels Jensen, Bælum",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Julle Møller, Nørresundby",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Michael Levisen Nielsen, Sejlflod",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Christina Salling, Aalborg",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Ida Skov, Frederikshavn",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Cæcilie Andersen, Nørresundby",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Ø,"Zeinab Ali, Langholt",Enhedslisten - De Rød-Grønne,0
,Brønderslev,1. Agersted,Å,Listestemmer,Alternativet,2
,Brønderslev,1. Agersted,Å,"Louise Ursell-Smith,Jammerb. Kom.",Alternativet,0
,Brønderslev,1. Agersted,Å,"Per Alstrup, Rebild Kommune",Alternativet,0
,Brønderslev,1. Agersted,Å,"Christian Johnson, Mariagerfj.Kom.",Alternativet,0
,Brønderslev,1. Agersted,Å,"Mette Wulff, Aalborg Kommune",Alternativet,5
,Brønderslev,1. Agersted,Å,"Gustav Sieg Sørensen, Thisted Kom.",Alternativet,0
,Brønderslev,2. Asaa,A,Listestemmer,Socialdemokratiet,142
,Brønderslev,2. Asaa,A,"Ulla Astman, Gistrup",Socialdemokratiet,121
,Brønderslev,2. Asaa,A,"Mogens Nørgård, Aabybro",Socialdemokratiet,9
,Brønderslev,2. Asaa,A,"Tina Juul Kjellberg, Frederikshavn",Socialdemokratiet,6
,Brønderslev,2. Asaa,A,"Pernille Buhelt, Hjørring",Socialdemokratiet,4
,Brønderslev,2. Asaa,A,"Thomas Hav, Nørresundby",Socialdemokratiet,11
,Brønderslev,2. Asaa,A,"Malene Busk, Aalborg",Socialdemokratiet,3
,Brønderslev,2. Asaa,A,"Hanne Korsgaard, Thisted",Socialdemokratiet,1
,Brønderslev,2. Asaa,A,"Mogens Ove Madsen, Vesthimmerland",Socialdemokratiet,2
,Brønderslev,2. Asaa,A,"Pia Ravnsbæk Bjærge, Hobro",Socialdemokratiet,0
,Brønderslev,2. Asaa,A,"Arne Nielsen, Aalborg",Socialdemokratiet,3
,Brønderslev,2. Asaa,A,"Jette Ramskov, Brønderslev",Socialdemokratiet,52
,Brønderslev,2. Asaa,A,"Jørgen Rørbæk Henriksen, Sæby",Socialdemokratiet,4
,Brønderslev,2. Asaa,A,"Svend Bjørnager, Lønstrup",Socialdemokratiet,1
,Brønderslev,2. Asaa,A,"Jørgen Hansen, Gandrup",Socialdemokratiet,9
,Brønderslev,2. Asaa,A,"Jette Keller, Aalborg",Socialdemokratiet,3
,Brønderslev,2. Asaa,A,"Lauge Larsen, Morsø",Socialdemokratiet,0
,Brønderslev,2. Asaa,A,"Medzait Ljatifi, Støvring",Socialdemokratiet,0
,Brønderslev,2. Asaa,A,"Lis Mancini, Hadsund",Socialdemokratiet,0
,Brønderslev,2. Asaa,A,"Hans Jakob Jensen, Vejgård",Socialdemokratiet,0
